"name","edition","proddate","idno","cntry","c2weight","mode","w5q1","w5q2","w5q3","w5q4","w5q5","w5q6","w5q7","w5q8","w5q9","w5q10","w5q11","w5q12","w5q13","w5q14","w5q15","w5q16","w5q17","w5q18","w5q19","w5q20","w5q21","w5q22","w5q23","w5q24","w5q25","w5q26","w5q27","w5q28","w5q29","w5q30","w5q31","w5q32","w5q33","w5q34","w5q35","w5q36","w5q37","w5q38","w5q39","w5q40","w5q41","w5q42","w5q43","w5q44","w5q45","w5admin","w5q46","w5q47","w5q48","w5q49","w5q50","w5q51","w5q52","w5q53","w5q54","w5q55","w5q56","w5q57","w5q58","w5q69b","w5q68b","w5q67b","w5q66b","w5q69a","w5q68a","w5q67a","w5q66a","w5q65","w5q64","w5q63","w5q62","w5q61","w5q60","w5q59","w5q70","w5q71","w5q72","w5q73","w5q74","w5q75","w5q76","w5q77","w5q78","w5q79","w5q80","w5q81","w5q82","survlng","inwds","inwde","w5ininwe","w5tsinwe","w5osinwe","w5cdinwe","w5ipinwe","w5vainwe","w5scinwe","w5fwinwe","w5indur","w5tsdur","w5ostdur","w5covdur","w5incdur","w5vacdur","w5scdur","w5findur","intdur","lastansw","surveycomp","fdwrkinc","uagent","device","fl_21_do_incomegeneratingprocessa","fl_21_do_incomegeneratingprocessb","fl_25_do_surveyclimatea","fl_25_do_surveyclimateb","longitudinalfinancialwell_being_do_w5q73","longitudinalfinancialwell_being_do_w5q74","longitudinalfinancialwell_being_do_w5q75","longitudinalfinancialwell_being_do_w5q76","longitudinalfinancialwell_being_do_w5q77","longitudinalfinancialwell_being_do_w5q78","longitudinalfinancialwell_being_do_w5q79","gndr","agea","eduyrs","eisced","netusoft","mnactic","hincfel","hinctnta","region"
"CRON2W5e01","1.0","28.03.2024",13108,"IT",0.41781193,1,2,2,2,7,7,6,2,6,2,8,2,4,10,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,7,7,1,4,4,6,4,3,3,3,3,1,1,1,1,2,1,3,3,6,2,5,5,2,3,3,5,3,3,1,1,1,1,6,6,6,6,2,4,0,0,0,0,0,5,6,6,2,4,2,1,1,4,1,5,2,3,"ITA",2023-01-19 14:35:40,2023-01-19 14:56:57,2023-01-19 14:35:45,2023-01-19 14:38:19,2023-01-19 14:41:14,2023-01-19 14:46:31,2023-01-19 14:50:50,2023-01-19 14:53:42,2023-01-19 14:54:27,2023-01-19 14:56:12,5,154,175,317,259,172,45,105,1232,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2,,1,1,,7,1,4,5,3,6,2,1,25,19,7,5,1,2,77,"ITC"
"CRON2W5e01","1.0","28.03.2024",13142,"IT",0.8202464,1,7,8,8,5,5,7,8,5,5,10,3,5,6,5,5,2,2,0,1,0,1,0,0,0,1,2,0,0,0,0,5,2,4,4,4,6,1,3,3,1,2,1,1,7,6,1,2,1,2,6,1,3,3,3,3,3,4,4,4,0,1,1,1,6,6,6,6,2,4,4,4,0,6,1,5,6,2,1,1,2,1,3,4,4,3,2,3,"ITA",2023-01-11 10:14:59,2023-01-11 10:23:07,2023-01-11 10:15:01,2023-01-11 10:16:12,2023-01-11 10:17:19,2023-01-11 10:19:33,2023-01-11 10:21:07,2023-01-11 10:22:01,2023-01-11 10:22:14,2023-01-11 10:22:59,2,71,67,134,94,54,13,45,480,"w5q84",100,1,"Mozilla/5.0 (Linux; Android 12; M2101K7BNY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,,1,,7,3,4,6,2,5,1,2,36,18,7,5,1,1,5,"ITC"
"CRON2W5e01","1.0","28.03.2024",13156,"IT",0.40143773,1,0,7,7,3,4,7,8,5,7,8,1,3,4,10,1,0,1,1,0,1,4,3,3,2,0,2,0,0,0,0,1,7,6,5,5,4,1,3,3,3,3,1,1,6,5,2,2,3,3,5,5,5,3,3,3,3,3,3,3,0,1,0,1,6,6,6,6,2,4,4,4,0,6,1,5,5,6,2,2,3,2,3,3,4,2,2,3,"ITA",2023-01-28 14:49:46,2023-01-28 15:05:54,2023-01-28 14:49:53,2023-01-28 14:51:38,2023-01-28 14:53:30,2023-01-28 14:56:01,2023-01-28 15:02:09,2023-01-28 15:03:42,2023-01-28 15:04:30,2023-01-28 15:05:38,7,105,112,151,368,93,48,68,952,"w5q84",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2,,1,,1,7,6,3,5,2,4,1,1,54,18,7,5,1,1,7,"ITF"
"CRON2W5e01","1.0","28.03.2024",13182,"IT",1.0505438,2,7,7,8,7,8,8,7,8,7,9,5,8,5,7,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,4,4,1,3,6,4,3,3,1,3,1,1,7,7,1,3,1,2,7,7,6,3,3,4,4,2,1,1,0,1,0,1,6,6,6,6,2,3,3,3,1,6,1,4,5,2,1,1,1,1,1,5,4,3,2,3,"ITA",2023-01-11 10:13:55,2023-01-11 10:26:54,2023-01-11 10:14:00,2023-01-11 10:16:18,2023-01-11 10:17:41,2023-01-11 10:20:19,2023-01-11 10:23:16,2023-01-11 10:25:02,2023-01-11 10:25:26,2023-01-11 10:26:44,5,138,83,158,177,106,24,78,769,"w5q84",98.73418,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,1,,,1,7,5,2,1,4,3,6,1,68,22,6,5,6,1,4,"ITC"
"CRON2W5e01","1.0","28.03.2024",13548,"IT",0.7882808,2,7,99,7,8,7,6,8,7,6,4,7,9,6,6,7,3,9,4,3,5,0,6,4,0,5,3,4,3,1,5,3,5,2,5,3,4,4,2,4,4,3,1,5,7,5,1,3,3,2,2,9,4,5,4,1,3,2,4,5,6,6,6,6,0,1,0,0,1,3,3,0,2,6,1,3,6,4,3,1,3,4,5,3,1,5,4,4,"ITA",2023-01-18 11:39:59,2023-01-18 11:42:56,2023-01-18 11:40:02,2023-01-18 11:40:40,2023-01-18 11:41:12,2023-01-18 11:41:38,2023-01-18 11:42:02,2023-01-18 11:42:20,2023-01-18 11:42:28,2023-01-18 11:42:46,3,38,32,26,24,18,8,18,167,"w5q84",96.20253,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,1,,,1,7,6,3,1,4,5,2,2,19,14,4,5,2,2,3,"ITG"
"CRON2W5e01","1.0","28.03.2024",13592,"IT",0.44728082,2,7,9,10,6,4,10,9,7,9,10,3,10,10,10,10,5,4,4,3,4,2,2,2,1,2,5,0,0,0,0,5,3,4,5,5,6,1,1,2,2,2,1,1,6,6,2,3,1,2,4,0,5,4,1,3,1,1,2,4,6,6,6,6,1,1,9,1,1,4,4,4,4,6,1,4,5,2,2,1,3,3,3,2,2,1,2,3,"ITA",2023-02-01 22:22:29,2023-02-01 22:37:42,2023-02-01 22:22:33,2023-02-01 22:23:59,2023-02-01 22:25:21,2023-02-01 22:28:57,2023-02-01 22:34:32,2023-02-01 22:35:23,2023-02-01 22:35:37,2023-02-01 22:36:41,4,86,82,216,335,51,14,64,852,"w5q84",100,1,"Mozilla/5.0 (Linux; Android 12; SM-A217F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,,1,1,,7,6,2,1,3,4,5,1,30,20,7,3,3,1,88,"ITF"
"CRON2W5e01","1.0","28.03.2024",13607,"IT",0.27929285,1,8,9,9,7,8,9,9,9,8,6,7,8,9,9,7,1,1,0,1,1,2,1,1,0,0,1,0,0,1,0,2,6,4,2,2,3,1,3,2,2,2,1,1,6,6,1,1,2,2,5,5,9,3,3,3,4,3,3,3,6,6,6,6,1,1,1,1,1,3,4,4,3,6,1,5,6,2,1,1,2,2,3,3,4,3,2,3,"ITA",2023-01-14 11:53:27,2023-01-14 12:11:14,2023-01-14 11:53:35,2023-01-14 11:56:56,2023-01-14 11:59:21,2023-01-14 12:03:19,2023-01-14 12:07:41,2023-01-14 12:08:57,2023-01-14 12:09:19,2023-01-14 12:11:02,8,201,145,238,262,76,22,103,1055,"w5q84",98.73418,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2,1,,,1,7,4,3,2,6,5,1,1,42,19,7,5,1,1,8,"ITH"
"CRON2W5e01","1.0","28.03.2024",13711,"IT",0.5190158,1,8,8,7,7,7,8,7,7,7,4,4,99,99,7,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,5,5,3,1,3,3,3,3,1,1,6,6,2,1,2,2,6,5,4,3,3,9,9,9,9,9,6,6,6,6,1,1,1,1,1,3,3,3,0,6,1,5,6,3,1,1,1,1,1,1,1,3,2,3,"ITA",2023-01-18 09:09:33,2023-01-18 09:32:47,2023-01-18 09:09:47,2023-01-18 09:13:48,2023-01-18 09:17:17,2023-01-18 09:22:16,2023-01-18 09:27:13,2023-01-18 09:30:06,2023-01-18 09:30:35,2023-01-18 09:32:27,14,241,209,299,297,173,29,112,1374,"w5q84",91.139244,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,,1,1,,7,6,3,5,4,1,2,1,63,13,4,4,6,1,77,"ITC"
"CRON2W5e01","1.0","28.03.2024",13777,"IT",0.9315795,2,6,6,7,5,7,6,8,7,7,5,5,7,6,6,5,3,4,3,2,1,2,1,0,0,0,4,3,0,0,0,6,2,4,6,5,3,1,3,3,3,3,1,1,6,6,1,1,2,2,4,2,4,3,3,2,4,3,3,2,0,1,0,1,6,6,6,6,2,2,2,2,0,6,1,3,4,4,3,1,3,2,3,2,2,3,2,3,"ITA",2023-01-18 15:37:47,2023-01-18 15:51:31,2023-01-18 15:37:49,2023-01-18 15:40:00,2023-01-18 15:41:38,2023-01-18 15:44:11,2023-01-18 15:47:05,2023-01-18 15:49:10,2023-01-18 15:49:50,2023-01-18 15:51:13,2,131,98,153,174,125,40,83,806,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.55",2,1,,1,,7,5,3,4,6,1,2,2,61,10,4,4,8,1,88,"ITI"
"CRON2W5e01","1.0","28.03.2024",14002,"IT",0.6006311,1,10,10,8,8,8,8,10,8,8,8,5,10,10,10,8,4,2,1,1,3,1,0,0,0,7,3,0,0,0,0,5,3,4,4,4,3,4,3,3,3,3,3,1,5,5,2,1,9,2,7,7,9,4,4,3,4,9,9,3,6,6,6,6,9,1,9,1,1,3,3,4,0,6,1,3,4,5,1,1,3,2,9,9,9,2,2,3,"ITA",2023-01-15 18:18:57,2023-01-15 18:55:35,2023-01-15 18:19:12,2023-01-15 18:22:11,2023-01-15 18:28:30,2023-01-15 18:37:00,2023-01-15 18:47:11,2023-01-15 18:50:56,2023-01-15 18:53:00,2023-01-15 18:55:13,15,179,379,510,611,225,124,133,2176,"w5q84",91.139244,1,"Mozilla/5.0 (Linux; Android 11; SM-T515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",3,,1,,1,7,6,5,2,1,3,4,1,50,13,5,5,1,1,77,"ITC"
"CRON2W5e01","1.0","28.03.2024",14051,"IT",1.8246378,1,7,8,8,6,7,8,8,7,7,7,5,8,3,7,7,4,4,4,4,5,3,2,2,2,2,3,0,0,0,0,3,3,4,5,4,3,1,2,2,3,2,1,1,5,6,1,1,3,3,5,3,3,3,3,3,3,2,2,2,6,6,6,6,0,0,1,0,1,2,3,3,2,6,1,4,4,4,3,3,3,3,3,3,3,2,2,3,"ITA",2023-01-18 11:38:25,2023-01-18 12:25:40,2023-01-18 12:17:48,2023-01-18 12:19:13,2023-01-18 12:20:37,2023-01-18 12:22:10,2023-01-18 12:23:55,2023-01-18 12:24:50,2023-01-18 12:25:00,2023-01-18 12:25:29,2363,85,84,93,105,55,10,29,2824,"w5q84",100,1,"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",4,1,,,1,7,5,2,3,6,4,1,1,19,12,2,5,4,1,77,"ITC"
"CRON2W5e01","1.0","28.03.2024",14065,"IT",0.85595524,1,10,9,8,8,7,9,7,7,7,9,9,10,9,7,2,1,9,9,1,0,2,2,2,2,2,0,0,0,0,0,1,1,3,3,3,3,1,3,3,3,3,3,1,4,4,1,2,2,3,7,4,4,2,3,3,3,3,3,3,6,6,6,6,0,1,1,0,1,3,4,4,4,6,1,7,7,7,5,5,5,1,4,5,4,3,4,2,"ITA",2023-01-11 17:32:23,2023-01-11 17:52:09,2023-01-11 17:32:29,2023-01-11 17:36:35,2023-01-11 17:39:40,2023-01-11 17:43:30,2023-01-11 17:47:10,2023-01-11 17:48:47,2023-01-11 17:49:28,2023-01-11 17:51:52,6,246,185,230,220,97,41,144,1169,"w5q84",97.46835,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.76",2,1,,,1,7,5,4,1,3,6,2,1,70,15,4,5,6,3,77,"ITG"
"CRON2W5e01","1.0","28.03.2024",14075,"IT",1.426877,2,7,5,6,6,6,8,7,6,5,2,8,6,7,7,6,4,3,3,2,5,3,2,3,2,4,3,4,2,3,3,1,4,2,9,3,1,9,2,3,4,2,2,2,6,4,1,2,3,2,5,5,4,3,3,2,5,2,3,3,0,0,0,0,6,6,6,6,2,2,9,9,2,1,0,4,5,2,5,4,9,9,9,4,3,3,3,3,"ITA",2023-01-11 10:33:20,2023-01-11 10:35:47,2023-01-11 10:33:23,2023-01-11 10:33:53,2023-01-11 10:34:13,2023-01-11 10:34:43,2023-01-11 10:35:06,2023-01-11 10:35:22,2023-01-11 10:35:27,2023-01-11 10:35:39,3,30,20,30,23,16,5,12,139,"w5q84",91.139244,1,"Mozilla/5.0 (Linux; Android 10; MAR-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,,,1,7,1,5,2,6,3,4,2,25,17,4,2,2,2,5,"ITF"
"CRON2W5e01","1.0","28.03.2024",14090,"IT",0.89910847,1,7,8,8,7,5,9,9,9,9,8,0,7,10,10,2,1,0,1,0,3,3,3,1,1,1,5,0,0,0,0,3,4,5,2,4,3,4,2,2,2,2,1,1,7,6,1,1,1,3,2,3,5,4,3,3,3,4,3,2,0,1,0,0,6,6,6,6,2,3,4,4,0,6,1,6,4,1,3,4,4,3,2,3,2,3,2,4,"ITA",2023-01-26 16:45:19,2023-01-26 17:09:50,2023-01-26 16:45:22,2023-01-26 16:56:58,2023-01-26 16:59:12,2023-01-26 17:02:41,2023-01-26 17:06:00,2023-01-26 17:08:07,2023-01-26 17:08:30,2023-01-26 17:09:41,3,696,134,209,199,127,23,71,1462,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0",2,1,,1,,7,1,4,6,5,3,2,1,51,20,4,5,1,3,3,"ITI"
"CRON2W5e01","1.0","28.03.2024",14188,"IT",2.577765,1,10,7,5,5,10,6,5,7,5,0,3,3,5,0,0,0,0,0,1,3,0,1,9,0,7,1,6,0,0,0,7,1,1,7,7,3,5,1,2,1,1,1,1,7,7,2,2,3,3,7,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"ITA",2023-01-18 11:36:05,2023-01-18 11:51:15,2023-01-18 11:36:09,2023-01-18 11:39:17,2023-01-18 11:42:54,2023-01-18 11:48:59,,,,,4,188,217,365,,,,,774,"w5q49",60.759495,1,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,,1,,,,,,,,,,2,60,5,1,4,8,4,1,"ITF"
"CRON2W5e01","1.0","28.03.2024",14191,"IT",2.775183,2,10,10,9,7,8,10,10,7,8,8,6,7,7,9,7,4,3,3,3,4,0,2,0,0,0,6,6,0,3,0,3,7,5,1,1,3,4,5,5,4,4,3,4,7,6,1,1,2,3,5,5,5,3,3,4,4,2,3,3,6,6,6,6,0,1,1,1,1,3,4,4,0,6,1,7,7,7,3,3,3,3,1,2,2,3,2,2,"ITA",2023-01-18 11:37:48,2023-01-18 17:50:56,2023-01-18 17:32:43,2023-01-18 17:35:27,2023-01-18 17:38:02,2023-01-18 17:41:32,2023-01-18 17:45:45,2023-01-18 17:48:20,2023-01-18 17:48:47,2023-01-18 17:50:41,21295,164,155,210,253,155,27,114,22373,"w5q84",100,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,,,1,7,1,4,3,6,5,2,1,51,8,2,5,5,2,5,"ITG"
"CRON2W5e01","1.0","28.03.2024",14348,"IT",0.60282266,2,10,9,9,8,8,9,9,9,9,8,4,7,8,9,7,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,2,5,6,2,2,6,1,3,3,2,3,1,1,7,6,2,1,2,3,0,4,6,4,3,3,4,5,4,3,6,6,6,6,0,1,1,1,1,4,4,4,0,6,1,6,6,1,3,1,3,3,1,2,2,3,2,3,"ITA",2023-01-18 18:15:01,2023-01-18 18:51:25,2023-01-18 18:16:54,2023-01-18 18:25:56,2023-01-18 18:29:36,2023-01-18 18:35:36,2023-01-18 18:43:53,2023-01-18 18:46:50,2023-01-18 18:47:47,2023-01-18 18:51:07,113,542,220,360,497,177,57,200,2166,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54",2,,1,,1,7,5,3,4,2,6,1,1,61,13,3,3,1,2,5,"ITC"
"CRON2W5e01","1.0","28.03.2024",14524,"IT",0.4145482,1,8,9,9,8,8,9,9,9,9,7,5,7,10,10,9,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,5,5,1,3,3,2,3,3,3,3,1,1,7,7,2,3,3,3,7,3,3,3,3,3,3,2,2,2,6,6,6,6,1,1,1,1,1,4,4,4,4,6,1,7,7,2,1,1,1,1,3,3,3,3,2,3,"ITA",2023-01-11 20:50:00,2023-01-11 21:08:53,2023-01-11 20:50:03,2023-01-11 20:52:10,2023-01-11 20:53:40,2023-01-11 21:00:23,2023-01-11 21:03:38,2023-01-11 21:05:10,2023-01-11 21:05:51,2023-01-11 21:08:39,3,127,90,403,195,92,41,168,1119,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",1,,1,1,,7,4,1,2,3,5,6,1,35,18,7,5,1,1,77,"ITC"
"CRON2W5e01","1.0","28.03.2024",14552,"IT",0.4982318,1,8,5,5,8,6,7,5,8,5,2,4,3,3,5,2,0,2,1,0,0,1,0,0,1,7,6,4,0,1,1,7,5,1,7,5,6,1,2,2,2,2,1,1,2,9,2,1,2,3,3,2,1,3,3,2,4,2,2,3,1,1,0,1,6,6,6,6,2,0,0,0,0,0,0,4,4,7,1,1,1,1,1,1,1,3,2,3,"ITA",2023-01-14 05:11:59,2023-01-14 05:54:31,2023-01-14 05:12:11,2023-01-14 05:22:16,2023-01-14 05:28:13,2023-01-14 05:34:49,2023-01-14 05:42:53,2023-01-14 05:49:29,2023-01-14 05:50:44,2023-01-14 05:54:03,12,605,357,396,484,396,75,199,2524,"w5q84",98.73418,1,"Mozilla/5.0 (Linux; U; Android 11; it-it; Redmi 9T Build/RKQ1.201004.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.127 Mobile Safari/537.36 XiaoMi/MiuiBrowser/13.19.2-gn",1,,1,,1,7,2,3,1,6,4,5,1,63,11,3,4,6,2,6,"ITG"
"CRON2W5e01","1.0","28.03.2024",14599,"IT",0.27988997,1,6,7,8,7,8,8,8,8,8,7,4,6,4,7,7,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,3,5,2,1,3,3,3,3,3,3,1,1,7,6,2,1,1,2,5,5,5,3,2,3,3,4,3,4,6,6,6,6,1,1,1,1,1,3,3,3,1,6,1,4,4,1,3,1,3,2,4,4,4,3,2,3,"ITA",2023-01-12 19:12:03,2023-01-12 20:42:06,2023-01-12 19:12:07,2023-01-12 19:14:47,2023-01-12 19:16:51,2023-01-12 19:22:04,2023-01-12 20:11:49,2023-01-12 20:39:29,2023-01-12 20:39:58,2023-01-12 20:41:51,4,160,124,313,2985,1660,29,113,5388,"w5q84",100,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A505FN/A505FNXXS9CVJ2) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,,1,,1,7,5,6,4,3,1,2,2,64,13,4,4,1,1,77,"ITH"
"CRON2W5e01","1.0","28.03.2024",14748,"IT",0.2510364,1,9,8,9,8,7,9,7,9,8,6,6,6,9,0,0,0,5,4,4,2,2,0,0,0,2,0,4,2,0,0,7,1,1,7,1,3,1,2,2,2,3,1,1,4,4,1,1,3,3,7,5,3,2,3,9,9,9,9,9,1,1,1,1,6,6,6,6,2,4,9,9,9,0,0,4,7,3,2,1,3,2,2,3,4,1,2,2,"ITA",2023-01-18 11:36:30,2023-01-25 12:48:56,2023-01-25 12:31:00,2023-01-25 12:33:52,2023-01-25 12:37:01,2023-01-25 12:40:39,2023-01-25 12:44:25,2023-01-25 12:46:30,2023-01-25 12:47:05,2023-01-25 12:48:43,608070,172,189,218,226,125,35,98,609133,"w5q84",89.87342,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,,,1,7,4,3,6,5,2,1,2,62,23,7,5,1,1,88,"ITH"
"CRON2W5e01","1.0","28.03.2024",14772,"IT",0.8031404,1,7,9,8,6,6,7,8,9,8,10,3,2,6,10,0,3,3,2,4,2,0,0,1,0,4,3,0,0,4,2,1,3,7,7,7,4,1,4,4,3,3,3,2,7,7,1,1,1,3,7,3,4,3,2,2,3,3,4,4,6,6,6,6,1,1,1,1,1,4,4,4,0,6,1,5,2,1,4,2,5,1,1,2,1,3,2,1,"ITA",2023-01-16 14:55:10,2023-01-16 15:19:42,2023-01-16 14:55:20,2023-01-16 14:58:34,2023-01-16 15:01:54,2023-01-16 15:08:15,2023-01-16 15:14:13,2023-01-16 15:16:33,2023-01-16 15:17:24,2023-01-16 15:19:26,10,194,200,381,358,140,51,122,1456,"w5q84",100,1,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G780F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,1,,,1,7,5,4,6,2,3,1,2,51,13,3,5,1,3,4,"ITC"
"CRON2W5e01","1.0","28.03.2024",14960,"IT",1.1903856,1,7,8,8,6,5,7,8,7,7,6,5,6,4,9,7,4,3,4,4,4,3,4,2,3,0,4,2,2,4,1,5,4,5,3,4,2,1,3,2,4,4,1,4,4,7,1,2,1,1,4,5,5,4,5,3,3,4,4,3,6,6,6,6,1,1,1,1,1,3,4,4,4,6,1,3,3,3,3,1,2,3,2,2,3,2,2,2,"ITA",2023-01-11 16:48:09,2023-01-11 16:54:13,2023-01-11 16:48:32,2023-01-11 16:49:43,2023-01-11 16:50:55,2023-01-11 16:51:46,2023-01-11 16:52:24,2023-01-11 16:52:57,2023-01-11 16:53:15,2023-01-11 16:54:01,23,71,72,51,38,33,18,46,352,"w5q84",100,1,"Mozilla/5.0 (Linux; Android 10; Redmi Note 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,,,1,7,1,5,6,4,3,2,1,27,18,7,5,3,1,6,"ITI"
"CRON2W5e01","1.0","28.03.2024",14961,"IT",0.19323207,1,9,9,10,8,7,9,10,10,10,9,2,8,10,10,8,1,1,0,1,1,1,1,0,0,7,2,0,0,0,0,1,6,6,2,2,3,1,3,3,2,1,1,1,7,7,2,1,2,2,5,5,2,3,4,3,3,3,3,3,6,6,6,6,1,1,0,0,1,2,4,4,0,6,1,4,4,4,1,1,1,1,4,4,4,3,2,3,"ITA",2023-01-12 12:27:34,2023-01-12 12:46:50,2023-01-12 12:27:42,2023-01-12 12:29:59,2023-01-12 12:31:59,2023-01-12 12:34:44,2023-01-12 12:37:04,2023-01-12 12:38:35,2023-01-12 12:45:26,2023-01-12 12:46:40,8,137,120,165,140,91,411,74,1146,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,,1,,1,7,1,5,3,6,2,4,1,61,23,7,5,1,1,7,"ITH"
"CRON2W5e01","1.0","28.03.2024",15025,"IT",0.37677047,1,8,8,99,6,4,8,8,6,7,7,0,6,8,6,2,1,0,1,0,3,0,0,0,0,3,4,0,0,0,0,3,5,5,2,2,3,1,2,3,4,3,2,1,7,6,1,1,2,3,2,1,3,3,3,3,3,4,3,4,6,6,6,6,1,1,1,1,1,2,3,3,0,6,1,5,6,2,2,2,4,2,2,3,2,3,1,3,"ITA",2023-01-11 10:51:02,2023-01-11 11:13:56,2023-01-11 10:51:04,2023-01-11 10:54:36,2023-01-11 10:56:11,2023-01-11 11:02:15,2023-01-11 11:08:28,2023-01-11 11:12:29,2023-01-11 11:12:49,2023-01-11 11:13:46,2,212,95,364,373,241,20,57,1364,"w5q84",98.73418,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,1,,1,,7,3,5,6,4,1,2,1,41,18,7,5,1,2,8,"ITC"
"CRON2W5e01","1.0","28.03.2024",15087,"IT",1.0627935,1,7,7,3,0,0,8,5,5,5,5,10,10,5,8,4,3,6,6,0,3,0,3,0,3,0,6,0,0,2,0,7,1,1,1,1,2,5,1,5,5,5,4,2,7,5,2,1,2,3,7,7,7,5,1,5,1,1,5,2,1,1,0,1,6,6,6,6,2,4,4,4,0,6,1,3,7,4,5,1,5,1,1,1,1,1,1,3,"ITA",2023-01-18 21:03:17,2023-02-01 20:58:01,2023-02-01 20:21:44,2023-02-01 20:27:40,2023-02-01 20:31:45,2023-02-01 20:40:22,2023-02-01 20:48:53,2023-02-01 20:53:14,2023-02-01 20:53:43,2023-02-01 20:57:16,1207107,356,245,517,511,261,29,213,1209239,"w5q84",100,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,,1,1,,7,5,2,1,3,4,6,1,60,8,2,2,5,3,2,"ITF"
